,HoursActual,HoursEstimate,HoursPredict
3300,1.0,1.0,0.7700883866583077
3301,3.0,1.5,1.0183802480303155
3302,3.0,1.5,1.0183802480303155
3303,5.25,35.0,2.83873340390286
3304,7.0,8.0,2.1794427795841425
3305,7.0,7.0,2.015587462370485
3306,2.5,4.0,1.641533168740134
3307,13.75,30.0,3.1966117421421396
3308,0.75,1.0,0.7602118147070979
3309,1.0,2.0,1.1492629477126635
3310,1.0,2.0,1.1492629477126635
3311,4.5,3.0,1.444011462900371
3312,25.5,21.0,3.0270118461566224
3313,25.5,21.0,3.0270118461566224
3314,1.5,1.5,1.0239473836924422
3315,0.75,1.0,0.7700883866583077
3316,0.75,1.0,0.7602118147070979
3317,1.5,1.0,0.7602118147070979
3318,25.5,40.0,3.255977218541605
3319,25.5,40.0,3.255977218541605
3320,1.75,5.0,1.73330001591729
3321,3.5,3.5,1.455577995951743
3322,71.5,50.0,3.379559084794309
3323,94.34,75.0,4.225222524365732
3324,94.34,75.0,4.225222524365732
3325,94.34,75.0,4.225222524365732
3326,2.5,2.5,1.4196869563844403
3327,0.5,0.5,0.4573019907003483
3328,1.25,1.5,1.028963807749495
3329,0.5,5.5,1.8637586890929123
3330,2.5,2.0,1.1492629477126635
3331,10.8,1.5,2.3563584216980917
3332,10.8,1.5,2.3563584216980917
3333,10.8,1.5,2.3563584216980917
3334,10.8,1.5,2.3563584216980917
3335,10.8,1.5,2.3563584216980917
3336,10.8,1.5,2.3563584216980917
3337,10.8,1.5,2.3563584216980917
3338,2.0,1.0,0.7700883866583077
3339,2.0,1.0,0.7700883866583077
3340,1.25,1.5,1.0133638239732627
3341,20.75,15.0,2.645938557669762
3342,4.75,5.0,1.9322917672512863
3343,1.0,1.0,0.7700883866583077
3344,1.0,1.0,0.7700883866583077
3345,16.5,70.0,4.225222524365732
3346,2.5,2.5,1.5722444734753458
3347,4.5,4.5,1.9392176977524564
3348,0.2,0.75,1.0816452552694789
3349,2.5,4.0,1.641533168740134
3350,3.5,14.0,2.639829503766655
3351,1.0,1.0,0.7602118147070979
3352,22.0,17.5,2.660497513732518
3353,1.5,1.5,1.0133638239732627
3354,1.5,1.5,1.0133638239732627
3355,4.5,4.5,1.8979108415944208
3356,3.0,3.5,1.455577995951743
3357,2.5,2.5,1.4196869563844403
3358,2.0,2.0,1.1648629314888959
3359,0.66,0.5,0.4573019907003483
3360,0.66,0.5,0.4573019907003483
3361,6.5,3.5,1.455577995951743
3362,0.15,0.25,0.25124523779931296
3363,2.5,1.5,1.0133638239732627
3364,2.5,1.5,1.0133638239732627
3365,0.5,0.5,0.4573019907003483
3366,0.5,0.5,0.4573019907003483
3367,0.25,0.25,0.25124523779931296
3368,1.0,1.5,1.028963807749495
3369,13.28,10.0,2.2488915648570615
3370,7.8,5.0,1.9187738337321674
3371,0.15,0.15,0.15842157548963115
3372,0.33,0.5,0.4573019907003483
3373,0.25,0.25,0.25124523779931296
3374,10.5,1.5,2.3693450145304693
3375,10.5,1.5,2.3693450145304693
3376,10.5,1.5,2.3693450145304693
3377,10.5,1.5,2.3693450145304693
3378,10.5,1.5,2.3693450145304693
3379,10.5,1.5,2.3693450145304693
3380,10.5,1.5,2.3693450145304693
3381,4.0,2.0,1.1598465074318431
3382,3.25,2.5,1.4196869563844403
3383,12.25,10.0,2.260894285723358
3384,2.0,2.0,1.1648629314888959
3385,36.5,30.0,3.167706301031296
3386,27.5,2.5,1.4196869563844403
3387,4.5,3.0,1.444011462900371
3388,1.5,2.0,1.1542793717697162
3389,0.33,0.33,0.27302020671886884
3390,0.5,0.5,0.4573019907003483
3391,10.75,17.0,2.691887815112521
3392,2.0,35.0,3.171093889575865
3393,1.25,1.0,0.759163486829235
3394,4.0,7.0,1.9818407930928672
3395,2.25,14.0,2.639829503766655
3396,0.75,0.5,0.4573019907003483
3397,1.75,2.0,1.1598465074318431
3398,0.25,0.25,0.25124523779931296
3399,10.0,7.0,2.0390503081130684
3400,1.25,14.0,2.561441789482016
3401,2.0,2.5,1.4196869563844403
3402,0.25,8.0,2.215877982962818
3403,2.0,2.0,1.1598465074318431
3404,8.75,7.0,1.85089268166637
3405,0.5,0.5,0.4573019907003483
3406,17.72,70.0,4.172076471902435
3407,17.72,70.0,4.172076471902435
3408,0.75,0.5,0.4573019907003483
3409,12.75,28.0,3.0822465229368947
3410,1.5,5.0,1.8796233569557235
3411,3.5,2.0,1.1492629477126635
3412,5.5,4.0,1.641533168740134
3413,1.0,3.5,1.455577995951743
3414,9.0,1.5,2.3693450145304693
3415,9.0,1.5,2.3693450145304693
3416,9.0,1.5,2.3693450145304693
3417,9.0,1.5,2.3693450145304693
3418,9.0,1.5,2.3693450145304693
3419,9.0,1.5,2.3693450145304693
3420,1.5,21.0,3.0680184748261765
3421,0.75,1.0,0.8133572385466954
3422,2.0,7.0,2.015587462370485
3423,1.5,2.0,1.1598465074318431
3424,0.33,1.0,0.7602118147070979
3425,5.05,15.0,2.6076064026502017
3426,0.5,1.0,1.2026954265503567
3427,0.33,0.5,0.4573019907003483
3428,0.75,5.0,1.9351638509472742
3429,0.5,0.5,0.4573019907003483
3430,3.0,4.0,1.641533168740134
3431,3.0,4.0,1.641533168740134
3432,8.75,14.0,2.6330572673642783
3433,2.0,3.0,1.444011462900371
3434,2.0,2.0,1.1598465074318431
3435,0.5,1.0,0.7688592411885794
3436,2.75,5.0,1.9351638509472742
3437,0.75,0.75,0.7437224929501858
3438,2.0,2.0,1.1598465074318431
3439,5.5,16.0,2.645938557669762
3440,8.0,2.0,1.1598465074318431
3441,16.75,30.0,3.215004753726719
3442,26.5,7.0,2.0390503081130684
3443,26.5,7.0,2.0390503081130684
3444,0.75,0.75,0.9120970252026387
3445,4.25,5.0,2.01901919706122
3446,2.5,2.5,1.4196869563844403
3447,12.0,21.0,3.0606847345979116
3448,4.5,2.0,1.1648629314888959
3449,4.25,5.0,1.9694430579525106
3450,7.0,1.0,0.8189392644445461
3451,157.5,35.0,3.255977218541605
3452,157.5,35.0,3.255977218541605
3453,157.5,35.0,3.255977218541605
3454,1.25,1.25,1.2026954265503567
3455,4.5,4.0,1.6649231862093312
3456,3.0,3.0,1.444011462900371
3457,3.58,95.0,4.225222524365732
3458,2.5,2.0,1.1492629477126635
3459,4.5,2.0,1.1598465074318431
3460,9.0,1.5,2.274897486247308
3461,9.0,1.5,2.274897486247308
3462,9.0,1.5,2.274897486247308
3463,9.0,1.5,2.274897486247308
3464,9.0,1.5,2.274897486247308
3465,9.0,1.5,2.274897486247308
3466,5.5,7.0,2.015587462370485
3467,5.0,5.0,1.73330001591729
3468,1.5,3.0,1.444011462900371
3469,4.0,14.0,2.6459287411256103
3470,4.0,14.0,2.6459287411256103
3471,1.5,1.5,1.028963807749495
3472,17.13,14.0,2.6459287411256103
3473,17.13,14.0,2.6459287411256103
3474,1.5,1.5,1.028963807749495
3475,0.25,1.0,0.8133572385466954
3476,0.75,0.75,0.7546473927792586
3477,2.0,2.0,1.5641227563566151
3478,94.25,35.0,3.255977218541605
3479,94.25,35.0,3.255977218541605
3480,2.0,0.5,1.0476422656511435
3481,2.0,0.5,1.0476422656511435
3482,2.0,0.5,1.0476422656511435
3483,2.0,0.5,1.0476422656511435
3484,0.5,0.5,0.5411783351914901
3485,14.25,28.0,3.115919411378184
3486,14.25,28.0,3.115919411378184
3487,2.5,2.5,1.4196869563844403
3488,1.75,2.0,1.1648629314888959
3489,20.5,95.0,4.225222524365732
3490,20.5,95.0,4.225222524365732
3491,9.75,2.5,1.4196869563844403
3492,3.5,20.0,2.730215575831844
3493,0.5,0.5,0.4573019907003483
3494,0.33,0.5,0.4573019907003483
3495,0.75,1.0,0.7602118147070979
3496,1.5,1.0,0.8189392644445461
3497,0.75,1.0,0.8189392644445461
3498,0.25,0.25,0.25124523779931296
3499,3.0,0.5,0.4573019907003483
3500,1.0,2.0,1.1648629314888959
3501,4.5,3.0,1.444011462900371
3502,3.0,2.0,1.1648629314888959
3503,1.75,2.0,1.1648629314888959
3504,6.0,2.0,1.1648629314888959
3505,6.0,2.0,1.1648629314888959
3506,6.0,2.0,1.1648629314888959
3507,4.0,2.0,1.1648629314888959
3508,4.0,2.0,1.1648629314888959
3509,14.45,49.0,3.2090316604287334
3510,1.5,4.0,1.641533168740134
3511,26.0,30.0,3.170337920678381
3512,1.5,2.0,1.1492629477126635
3513,48.25,7.0,2.1388470152840986
3514,5.0,7.0,2.015587462370485
3515,0.25,0.25,0.25124523779931296
3516,0.5,0.5,0.4573019907003483
3517,11.0,49.0,3.255977218541605
3518,2.75,5.0,1.9087109067679038
3519,8.0,10.0,2.2429687128847915
3520,2.5,3.0,1.444011462900371
3521,3.0,2.0,1.1648629314888959
3522,4.5,7.0,2.030760100628916
3523,6.5,21.0,3.0606847345979116
3524,3.25,2.0,1.1648629314888959
3525,3.0,2.0,1.1542793717697162
3526,47.0,35.0,3.223901839212974
3527,1.1,1.5,1.028963807749495
3528,1.5,2.5,1.4196869563844403
3529,11.75,10.0,2.3378479254474773
3530,2.0,2.0,1.1648629314888959
3531,1.0,1.0,0.7700883866583077
3532,109.37,32.0,3.2450955447654004
3533,109.37,32.0,3.2450955447654004
3534,31.0,21.0,3.0270118461566224
3535,0.25,0.25,0.25124523779931296
3536,11.0,14.0,2.639691756905706
3537,1.0,2.0,1.1648629314888959
3538,8.0,7.0,2.015587462370485
3539,2.0,3.0,1.444011462900371
3540,2.0,3.0,1.444011462900371
3541,0.33,0.5,0.4598189460227821
3542,0.25,0.25,0.25124523779931296
3543,8.0,7.0,2.015587462370485
3544,0.75,1.0,0.7602118147070979
3545,3.5,4.0,1.641533168740134
3546,0.5,0.5,0.4573019907003483
3547,6.05,7.0,1.9863604302019569
3548,4.5,4.0,1.6870840796327609
3549,0.5,0.5,0.4573019907003483
3550,0.5,0.5,0.4573019907003483
3551,1.0,1.0,0.8189392644445461
3552,3.5,4.0,1.641533168740134
3553,1.25,2.0,1.1648629314888959
3554,2.17,3.5,1.455577995951743
3555,13.0,10.0,2.3087780922344256
3556,1.0,1.0,0.7700883866583077
3557,0.5,0.5,0.4598189460227821
3558,0.25,1.0,0.7602118147070979
3559,135.0,70.0,4.225222524365732
3560,135.0,70.0,4.225222524365732
3561,2.0,10.0,2.1432195859108365
3562,43.0,30.0,3.215004753726719
3563,2.25,2.5,1.4196869563844403
3564,14.75,30.0,3.2040108091196697
3565,1.25,1.0,0.8189392644445461
3566,3.0,3.0,1.444011462900371
3567,9.5,5.0,1.9694430579525106
3568,2.0,2.0,1.1492629477126635
3569,7.0,6.0,2.015587462370485
3570,2.5,2.5,1.4196869563844403
3571,9.5,20.0,2.707632811015846
3572,5.5,7.0,1.9993656709248866
3573,3.25,2.0,1.585091216960748
3574,7.0,8.0,2.35041600286247
3575,0.75,0.5,0.4598189460227821
3576,6.25,5.0,1.9351638509472742
3577,1.25,1.0,0.7700883866583077
3578,1.5,2.0,1.1492629477126635
3579,2.0,2.0,1.1598465074318431
3580,3.5,2.5,1.4196869563844403
3581,4.0,2.0,1.1492629477126635
3582,4.0,2.0,1.1492629477126635
3583,1.0,3.0,1.444011462900371
3584,2.0,2.5,1.4196869563844403
3585,16.0,10.0,2.3087780922344256
3586,0.5,1.0,0.8133572385466954
3587,0.5,0.5,0.4573019907003483
3588,19.75,14.0,2.5970451545596784
3589,7.5,14.0,2.6459287411256103
3590,18.75,14.0,2.604606248898302
3591,18.75,14.0,2.604606248898302
3592,7.52,5.0,1.9187738337321674
3593,1.0,3.0,1.444011462900371
3594,0.25,2.0,1.1648629314888959
3595,2.0,4.0,1.6649231862093312
3596,1.0,1.0,0.7700883866583077
3597,9.0,1.5,2.3693450145304693
3598,9.0,1.5,2.3693450145304693
3599,9.0,1.5,2.3693450145304693
3600,9.0,1.5,2.3693450145304693
3601,9.0,1.5,2.3693450145304693
3602,9.0,1.5,2.3693450145304693
3603,2.0,3.0,1.4530110993933656
3604,6.25,7.0,1.7269097680808794
3605,2.0,2.0,1.585091216960748
3606,2.0,2.0,1.1648629314888959
3607,21.75,49.0,3.2090316604287334
3608,21.75,49.0,3.2090316604287334
3609,0.25,0.5,0.4598189460227821
3610,0.5,2.0,1.1648629314888959
3611,0.75,0.75,0.797916244667646
3612,18.5,4.0,1.6649231862093312
3613,0.75,2.0,1.1598465074318431
3614,19.25,30.0,3.2040108091196697
3615,7.0,7.0,2.0390503081130684
3616,0.5,0.5,0.4573019907003483
3617,3.5,1.0,0.8189392644445461
3618,0.5,0.5,0.4573019907003483
3619,5.5,4.0,1.6649231862093312
3620,5.0,49.0,3.236521262635258
3621,1.5,7.0,2.1388470152840986
3622,1.0,1.0,1.4060810195397127
3623,2.5,4.0,1.641533168740134
3624,2.5,4.0,1.641533168740134
3625,1.0,2.0,1.1492629477126635
3626,6.75,2.5,1.4196869563844403
3627,2.0,2.0,1.1648629314888959
3628,4.0,7.0,2.015587462370485
3629,17.5,49.0,3.255977218541605
3630,4.5,7.0,1.710196276966315
3631,4.5,7.0,1.710196276966315
3632,2.75,2.5,1.4196869563844403
3633,24.5,30.0,3.2040108091196697
3634,11.0,3.5,1.455577995951743
3635,1.5,1.5,1.028963807749495
3636,22.1,20.0,2.66320141863733
3637,0.5,0.5,0.4598189460227821
3638,2.41,21.0,3.0270118461566224
3639,33.18,14.0,2.6459287411256103
3640,1.0,1.0,0.7700883866583077
3641,4.01,7.0,2.015638823028322
3642,0.75,2.0,1.1648629314888959
3643,44.5,30.0,3.2040108091196697
3644,44.5,30.0,3.2040108091196697
3645,46.0,30.0,3.2040108091196697
3646,1.25,3.0,1.4530110993933656
3647,8.25,28.0,3.115919411378184
3648,1.74,7.0,1.9863604302019569
3649,5.25,4.0,1.641533168740134
3650,1.0,1.5,1.028963807749495
3651,2.0,2.0,1.1648629314888959
3652,1.5,1.5,1.028963807749495
3653,1.0,4.0,1.641533168740134
3654,8.5,14.0,2.6459287411256103
3655,0.25,0.25,0.25124523779931296
3656,3.0,3.0,1.444011462900371
3657,0.25,0.25,0.25124523779931296
3658,1.5,1.5,1.0239473836924422
3659,3.0,3.0,1.444011462900371
3660,8.5,6.0,2.015587462370485
3661,1.0,1.0,0.7700883866583077
3662,1.98,2.0,1.1542793717697162
3663,2.0,1.0,0.7700883866583077
3664,2.0,1.0,0.7700883866583077
3665,1.5,2.0,1.1648629314888959
3666,7.75,21.0,3.0606847345979116
3667,1.5,1.5,1.0133638239732627
3668,15.75,8.0,2.2504674630002826
3669,0.5,0.5,0.4573019907003483
3670,0.5,0.5,0.4573019907003483
3671,0.5,1.0,0.7700883866583077
3672,2.5,3.0,1.444011462900371
3673,0.25,0.25,0.25124523779931296
3674,12.5,2.0,1.1492629477126635
3675,12.5,2.0,1.1492629477126635
3676,0.25,0.25,0.25124523779931296
3677,10.5,7.0,1.9700872780985212
3678,0.25,0.25,0.25124523779931296
3679,11.75,4.5,1.8979108415944208
3680,11.75,4.5,1.8979108415944208
3681,0.75,2.0,1.1648629314888959
3682,0.75,2.0,1.1648629314888959
3683,45.05,14.0,2.639829503766655
3684,45.05,14.0,2.639829503766655
3685,1.0,1.0,0.7700883866583077
3686,0.5,1.0,0.7602118147070979
3687,2.0,2.5,1.4196869563844403
3688,2.25,2.0,1.1648629314888959
3689,22.25,14.0,2.604606248898302
3690,11.05,14.0,2.6459287411256103
3691,1.4,1.5,1.0133638239732627
3692,0.25,0.25,0.25124523779931296
3693,3.0,3.0,1.444011462900371
3694,7.5,1.5,2.3693450145304693
3695,7.5,1.5,2.3693450145304693
3696,7.5,1.5,2.3693450145304693
3697,7.5,1.5,2.3693450145304693
3698,7.5,1.5,2.3693450145304693
3699,19.0,28.0,3.1343124229627635
3700,19.0,28.0,3.1343124229627635
3701,4.0,3.0,1.444011462900371
3702,4.0,3.0,1.444011462900371
3703,1.0,2.0,1.1648629314888959
3704,0.5,2.0,1.1542793717697162
3705,2.5,3.0,1.444011462900371
3706,1.0,5.0,1.9087109067679038
3707,3.5,2.0,1.1598465074318431
3708,0.5,0.5,0.4573019907003483
3709,1.0,1.0,0.8189392644445461
3710,2.25,1.5,1.028963807749495
3711,0.5,0.5,0.4573019907003483
3712,0.5,1.0,0.7700883866583077
3713,77.96,40.0,3.255977218541605
3714,77.96,40.0,3.255977218541605
3715,11.0,7.0,1.9863604302019569
3716,11.0,7.0,1.9863604302019569
3717,2.0,2.0,1.1598465074318431
3718,2.5,2.5,1.4196869563844403
3719,12.0,4.0,1.6560738483999666
3720,5.0,4.0,1.641533168740134
3721,10.5,14.0,2.6459287411256103
3722,1.0,1.0,0.7700883866583077
3723,1.75,2.0,1.3676350368153327
3724,67.9,35.0,3.255977218541605
3725,67.9,35.0,3.255977218541605
3726,67.9,35.0,3.255977218541605
3727,19.5,10.0,2.2429687128847915
3728,4.25,4.0,1.6649231862093312
3729,1.0,1.0,0.8189392644445461
3730,0.5,1.0,0.7700883866583077
3731,0.5,0.5,0.4573019907003483
3732,33.5,40.0,3.255977218541605
3733,15.5,49.0,3.255977218541605
3734,6.5,5.0,1.9694430579525106
3735,2.5,6.0,2.022676383531168
3736,3.75,2.5,1.4196869563844403
3737,0.25,0.25,0.25124523779931296
3738,7.0,4.0,1.641533168740134
3739,1.0,1.0,0.7617763952166577
3740,2.25,2.0,1.5802065887648862
3741,0.25,0.25,0.25124523779931296
3742,18.5,10.0,2.3087780922344256
3743,2.5,2.5,1.4196869563844403
3744,4.0,3.0,1.444011462900371
3745,5.0,28.0,3.1343124229627635
3746,1.0,0.5,0.4573019907003483
3747,0.25,0.25,0.25124523779931296
3748,0.5,1.0,0.7602118147070979
3749,0.25,0.5,0.4573019907003483
3750,8.25,113.0,4.1739292355123006
3751,14.0,5.0,1.9322917672512863
3752,0.25,0.25,0.25124523779931296
3753,0.25,0.5,0.4573019907003483
3754,9.25,5.0,1.8824965902808395
3755,9.25,5.0,1.8824965902808395
3756,2.5,2.5,1.4196869563844403
3757,1.5,2.0,1.1598465074318431
3758,1.0,1.0,0.8189392644445461
3759,47.0,15.0,2.668508143707333
3760,14.0,14.0,3.1377056119950772
3761,0.4,1.0,0.7602118147070979
3762,8.0,1.0,1.1915094157333956
3763,8.0,1.0,1.1915094157333956
3764,8.0,1.0,1.1915094157333956
3765,8.0,1.0,1.1915094157333956
3766,8.0,1.0,1.1915094157333956
3767,8.0,1.0,1.1915094157333956
3768,8.0,1.0,1.1915094157333956
3769,8.0,1.0,1.1915094157333956
3770,10.5,1.5,2.3693450145304693
3771,10.5,1.5,2.3693450145304693
3772,10.5,1.5,2.3693450145304693
3773,10.5,1.5,2.3693450145304693
3774,10.5,1.5,2.3693450145304693
3775,10.5,1.5,2.3693450145304693
3776,10.5,1.5,2.3693450145304693
3777,9.0,10.0,2.3087780922344256
3778,3.0,3.0,1.6402403534140215
3779,3.5,0.75,1.322667236566521
3780,3.5,0.75,1.322667236566521
3781,3.5,0.75,1.322667236566521
3782,3.5,0.75,1.322667236566521
3783,15.0,21.0,3.0790777461824907
3784,38.5,100.0,3.3332702677375616
3785,11.25,4.0,1.6649231862093312
3786,11.25,4.0,1.6649231862093312
3787,11.25,4.0,1.6649231862093312
3788,8.0,3.0,1.444011462900371
3789,1.0,1.5,1.0183802480303155
3790,2.25,6.0,2.015587462370485
3791,11.66,21.0,3.0270118461566224
3792,11.66,21.0,3.0270118461566224
3793,11.66,21.0,3.0270118461566224
3794,107.5,500.0,4.084761222753471
3795,107.5,500.0,4.084761222753471
3796,107.5,500.0,4.084761222753471
3797,0.25,0.25,0.25124523779931296
3798,1.0,1.0,0.7700883866583077
3799,12.5,14.0,2.567541026840971
3800,12.5,14.0,2.567541026840971
3801,0.25,0.25,0.25124523779931296
3802,1.5,2.5,1.4196869563844403
3803,0.25,0.25,0.25124523779931296
3804,0.5,0.5,0.4573019907003483
3805,0.33,0.33,0.27302020671886884
3806,10.15,5.0,1.9694430579525106
3807,10.15,5.0,1.9694430579525106
3808,10.15,5.0,1.9694430579525106
3809,1.5,1.0,0.7700883866583077
3810,1.0,2.0,1.1648629314888959
3811,3.5,3.0,1.4530110993933656
3812,0.5,1.0,0.7602118147070979
3813,98.75,28.0,3.11900728054709
3814,4.0,7.0,2.0390503081130684
3815,4.0,7.0,2.022676383531168
3816,2.75,7.0,2.022676383531168
3817,2.0,2.0,1.1648629314888959
3818,1.5,2.0,1.1648629314888959
3819,16.5,2.0,1.1648629314888959
3820,1.5,1.5,1.585091216960748
3821,3.5,3.0,1.444011462900371
3822,14.0,7.0,2.1388470152840986
3823,20.5,16.0,2.6582747792486225
3824,2.0,2.0,1.1648629314888959
3825,0.25,0.25,0.25124523779931296
3826,0.5,0.5,0.4573019907003483
3827,13.45,20.0,2.66320141863733
3828,2.0,2.0,1.1648629314888959
3829,0.75,0.5,0.4573019907003483
3830,29.25,21.0,3.0680184748261765
3831,0.25,0.25,0.25124523779931296
3832,1.0,1.0,0.7602118147070979
3833,0.25,0.25,0.25124523779931296
3834,16.0,4.0,1.641533168740134
3835,1.5,7.0,2.0231700693906234
3836,2.75,2.5,1.4196869563844403
3837,25.25,25.0,3.1869421169956853
3838,75.5,48.0,3.255977218541605
3839,75.5,48.0,3.255977218541605
3840,12.8,14.0,2.633592519546751
3841,12.8,14.0,2.633592519546751
3842,2.5,3.0,1.444011462900371
3843,9.0,7.0,2.022676383531168
3844,2.5,3.0,1.444011462900371
3845,0.75,1.0,0.826605299719946
3846,1.5,2.0,1.1648629314888959
3847,0.25,0.25,0.25124523779931296
3848,1.5,0.75,0.7546473927792586
3849,2.0,1.0,0.8189392644445461
3850,3.5,3.5,1.455577995951743
3851,0.5,0.5,0.4573019907003483
3852,6.0,3.0,1.4530110993933656
3853,1.0,1.0,0.7700883866583077
3854,3.0,2.0,1.1598465074318431
3855,10.0,14.0,2.549759150468323
3856,10.0,14.0,2.549759150468323
3857,4.0,4.0,1.6649231862093312
3858,10.5,1.5,2.3693450145304693
3859,10.5,1.5,2.3693450145304693
3860,10.5,1.5,2.3693450145304693
3861,10.5,1.5,2.3693450145304693
3862,10.5,1.5,2.3693450145304693
3863,10.5,1.5,2.3693450145304693
3864,10.5,1.5,2.3693450145304693
3865,33.0,21.0,3.0637726037668176
3866,3.0,3.0,1.444011462900371
3867,3.0,3.0,1.444011462900371
3868,1.0,1.0,0.7602118147070979
3869,12.5,10.0,2.260894285723358
3870,1.5,0.5,0.4573019907003483
3871,0.25,0.25,0.25124523779931296
3872,0.25,0.25,0.25124523779931296
3873,2.0,2.0,1.1542793717697162
3874,1.0,1.0,0.7688592411885794
3875,56.25,6.0,1.7936334738006623
3876,2.25,3.5,1.455577995951743
3877,2.25,3.5,1.455577995951743
3878,162.24,14.0,2.604606248898302
3879,162.24,14.0,2.604606248898302
3880,0.5,0.5,0.4573019907003483
3881,3.5,28.0,3.115919411378184
3882,2.5,2.5,1.4196869563844403
3883,2.5,10.0,2.2429687128847915
3884,2.0,4.0,1.641533168740134
3885,5.0,2.0,1.1542793717697162
3886,3.0,3.0,1.444011462900371
3887,2.5,3.0,1.444011462900371
3888,0.5,0.5,0.4573019907003483
3889,4.0,3.0,1.444011462900371
3890,0.5,3.0,1.444011462900371
3891,0.5,0.5,0.4573019907003483
3892,6.0,5.0,1.7299864435810453
3893,25.0,4.0,1.641533168740134
3894,1.0,1.0,0.7602118147070979
3895,2.0,1.5,1.0183802480303155
3896,1.0,1.0,0.7602118147070979
3897,2.5,3.0,1.444011462900371
3898,0.5,1.0,0.7602118147070979
3899,1.0,1.0,0.7602118147070979
3900,1.0,1.0,0.7602118147070979
3901,0.5,0.5,0.4573019907003483
3902,1.0,1.0,0.7602118147070979
3903,1.0,1.0,0.7602118147070979
3904,2.0,3.0,1.444011462900371
3905,1.0,1.0,0.7602118147070979
3906,5.5,5.0,1.7299864435810453
3907,1.0,1.0,0.7602118147070979
3908,3.0,2.0,1.1542793717697162
3909,40.75,21.0,2.8771517469755734
3910,1.25,2.0,1.1542793717697162
3911,1.0,1.0,0.7700883866583077
3912,2.0,1.0,0.7602118147070979
3913,2.0,2.0,1.1542793717697162
3914,0.5,0.5,0.4573019907003483
3915,0.5,0.5,0.4573019907003483
3916,2.25,2.0,1.1648629314888959
3917,1.0,72.0,1.2012384268005132
3918,1.0,1.0,0.7700883866583077
3919,0.5,0.5,0.4598189460227821
3920,1.0,1.0,0.7700883866583077
3921,1.0,5.0,1.9087109067679038
3922,79.55,35.0,3.1872850507411945
3923,4.25,4.0,1.6649231862093312
3924,3.25,2.0,1.1492629477126635
3925,0.25,0.25,0.25124523779931296
3926,0.75,0.75,0.7546473927792586
3927,9.0,28.0,3.115919411378184
3928,9.0,28.0,3.115919411378184
3929,7.0,1.0,1.6702791870204556
3930,7.0,1.0,1.6702791870204556
3931,7.0,1.0,1.6702791870204556
3932,7.0,1.0,1.6702791870204556
3933,7.0,1.0,1.6702791870204556
3934,7.0,1.0,1.6702791870204556
3935,7.0,1.0,1.6702791870204556
3936,4.0,3.0,1.444011462900371
3937,1.75,2.0,1.1598465074318431
3938,3.75,2.5,1.4196869563844403
3939,1.0,1.0,0.7700883866583077
3940,11.75,14.0,2.633592519546751
3941,0.5,1.0,0.7700883866583077
3942,2.0,2.0,1.1648629314888959
3943,7.5,1.0,0.8189392644445461
3944,4.5,14.0,2.639691756905706
3945,2.5,2.5,1.4196869563844403
3946,1.0,1.0,0.7700883866583077
3947,1.5,1.0,0.7700883866583077
3948,0.5,0.5,0.4573019907003483
3949,1.5,2.0,1.1492629477126635
3950,1.0,1.0,0.7602118147070979
3951,1.5,1.0,0.7602118147070979
3952,0.5,0.5,0.4573019907003483
3953,0.5,0.5,0.4573019907003483
3954,0.5,0.5,0.4598189460227821
3955,0.75,3.0,1.444011462900371
3956,5.5,3.0,1.444011462900371
3957,3.0,3.0,1.444011462900371
3958,1.5,1.5,1.0183802480303155
3959,5.0,7.0,2.015587462370485
3960,3.5,4.0,1.641533168740134
3961,0.5,0.5,0.4573019907003483
3962,2.5,2.5,1.4196869563844403
3963,0.75,2.0,1.1598465074318431
3964,71.75,49.0,3.255977218541605
3965,6.5,5.0,1.7299864435810453
3966,1.0,1.0,0.7700883866583077
3967,0.5,0.5,0.4573019907003483
3968,0.5,0.5,0.4573019907003483
3969,5.0,4.0,1.641533168740134
3970,5.0,5.0,1.7299864435810453
3971,1.0,2.0,1.1648629314888959
3972,1.0,1.0,0.7700883866583077
3973,1.5,1.0,0.7700883866583077
3974,2.0,7.0,2.1388470152840986
3975,3.25,3.5,1.455577995951743
3976,1.0,1.0,0.9561892316863676
3977,2.5,5.0,1.9351638509472742
3978,30.0,30.0,3.133412973616766
3979,1.5,3.0,1.444011462900371
3980,38.5,10.0,2.3087780922344256
3981,38.5,10.0,2.3087780922344256
3982,0.5,0.5,0.4598189460227821
3983,8.5,7.0,1.710196276966315
3984,1.0,2.0,1.1648629314888959
3985,27.25,7.0,2.0390503081130684
3986,27.25,7.0,2.0390503081130684
3987,1.0,1.0,0.7602118147070979
3988,8.0,2.0,1.1648629314888959
3989,8.0,2.0,1.1648629314888959
3990,0.25,0.25,0.25124523779931296
3991,0.5,0.5,0.4573019907003483
3992,1.5,1.0,1.028664695928997
3993,3.5,3.5,1.455577995951743
3994,0.5,0.5,0.4573019907003483
3995,1.25,3.5,1.455577995951743
3996,6.0,3.5,1.455577995951743
3997,6.0,3.5,1.455577995951743
3998,1.0,0.5,0.5411783351914901
3999,1.0,0.5,0.5411783351914901
4000,2.0,2.5,1.4196869563844403
4001,9.0,10.0,2.5015568241662445
4002,9.0,10.0,2.5015568241662445
4003,25.5,21.0,2.8276607660357813
4004,25.5,21.0,2.8276607660357813
4005,1.0,1.0,0.7700883866583077
4006,0.5,0.5,0.4598189460227821
4007,0.25,0.25,0.25124523779931296
4008,9.75,3.0,1.444011462900371
