,HoursActual,HoursEstimate,HoursPredict,HoursPredict2
0,1.0116009116784799,2.70805020110221,2.2683615643308164,2.268361564330817
1,2.0794415416798357,2.0794415416798357,1.1656635449336505,1.1656635449336505
2,0.5306282510621704,0.5306282510621704,1.8609501984792183,1.8609501984792183
3,0.5306282510621704,0.5306282510621704,1.2082454659360966,1.2082454659360968
4,1.5040773967762742,1.5040773967762742,1.6964461531139372,1.6964461531139372
5,2.0794415416798357,2.0794415416798357,1.7009671533137944,1.7009671533137944
6,2.0794415416798357,2.0794415416798357,1.8609501984792183,1.8609501984792183
7,2.0794415416798357,2.0794415416798357,1.1656635449336505,1.1656635449336505
8,0.8754687373538999,0.8754687373538999,1.942954004966824,1.942954004966824
9,1.0116009116784799,1.0116009116784799,1.6873030927540398,1.6873030927540398
10,1.0116009116784799,2.70805020110221,1.2082454659360966,1.2082454659360968
11,2.70805020110221,2.70805020110221,1.2082454659360966,1.2082454659360968
12,2.917770732084279,2.70805020110221,2.0454654575588376,2.0454654575588376
13,2.0794415416798357,2.70805020110221,1.1656635449336505,1.1656635449336505
14,2.0794415416798357,2.0794415416798357,1.7581115225185917,1.7581115225185917
15,0.30010459245033805,1.0116009116784799,1.7009671533137944,1.7009671533137944
16,4.2626798770413155,4.2626798770413155,1.8609501984792183,1.8609501984792183
17,1.5040773967762742,2.0794415416798357,2.385807713801114,2.385807713801114
18,0.5306282510621704,1.0116009116784799,2.276259037803595,2.276259037803595
19,0.8754687373538999,1.0116009116784799,1.6399208904716225,1.6399208904716225
20,2.0794415416798357,2.0794415416798357,1.5809983750548047,1.5809983750548047
21,2.0794415416798357,2.0794415416798357,1.5933599988265414,1.593359998826542
22,1.0116009116784799,1.0116009116784799,2.410707993973746,2.410707993973746
23,0.5306282510621704,1.5040773967762742,3.1680778127234386,3.1680778127234386
24,1.0116009116784799,1.0116009116784799,0.9813556283901184,0.9813556283901185
25,2.0794415416798357,2.70805020110221,1.9719631212191397,1.9719631212191393
26,2.583997552432231,2.4423470353692043,1.5092493952586985,1.5092493952586985
27,0.5306282510621704,0.5306282510621704,1.5619303038775245,1.5619303038775245
28,4.663439094112067,3.367295829986474,2.3377904110968184,2.3377904110968184
29,2.70805020110221,2.70805020110221,1.8984019430106582,1.8984019430106582
30,0.5306282510621704,0.5306282510621704,1.6964461531139372,1.6964461531139372
31,3.367295829986474,2.70805020110221,2.410707993973746,2.410707993973746
32,1.0116009116784799,1.5040773967762742,2.306525498266027,2.306525498266027
33,2.0794415416798357,2.0794415416798357,1.5933599988265414,1.593359998826542
34,1.5040773967762742,1.0116009116784799,1.6033717692937843,1.6033717692937843
35,1.1314021114911006,1.1314021114911006,2.927923978971702,2.927923978971702
36,0.8754687373538999,0.8754687373538999,1.5809983750548047,1.5809983750548047
37,2.0794415416798357,2.0794415416798357,2.385807713801114,2.385807713801114
38,2.0794415416798357,2.0794415416798357,1.5649591242393635,1.5649591242393635
39,3.367295829986474,3.367295829986474,0.9813556283901184,0.9813556283901185
40,2.0794415416798357,2.0794415416798357,1.5933599988265414,1.593359998826542
41,1.5040773967762742,1.5040773967762742,1.7009671533137944,1.7009671533137944
42,1.1314021114911006,1.1314021114911006,1.5933599988265414,1.593359998826542
43,2.0794415416798357,2.0794415416798357,1.2082454659360966,1.2082454659360968
44,1.0116009116784799,1.0116009116784799,1.7009671533137944,1.7009671533137944
45,2.0794415416798357,2.0794415416798357,1.5335434734509614,1.5335434734509614
46,1.0116009116784799,2.0794415416798357,2.221900512096546,2.221900512096546
47,2.0794415416798357,2.0794415416798357,1.8609501984792183,1.8609501984792183
48,1.0116009116784799,2.0794415416798357,1.1883653287409242,1.1883653287409242
49,1.5040773967762742,2.0794415416798357,1.9719631212191397,1.9719631212191393
50,2.0794415416798357,2.0794415416798357,1.5619303038775245,1.5619303038775245
51,2.0794415416798357,2.0794415416798357,1.8609501984792183,1.8609501984792183
52,1.8325814637483102,2.70805020110221,1.078143872151389,1.0781438721513887
53,0.7178397931503169,2.0794415416798357,1.3794807629058505,1.379480762905851
54,0.5306282510621704,2.0794415416798357,0.9813556283901184,0.9813556283901185
55,1.0116009116784799,2.0794415416798357,0.9446909597877723,0.9446909597877723
56,0.5306282510621704,0.5306282510621704,1.4154986212334937,1.4154986212334941
57,0.5306282510621704,1.5040773967762742,1.6033717692937843,1.6033717692937843
58,2.0794415416798357,2.0794415416798357,1.5172578601840785,1.5172578601840785
59,1.0116009116784799,1.0116009116784799,2.1887514143402704,2.1887514143402704
60,3.091042453358316,2.0794415416798357,1.275866228054243,1.275866228054243
61,3.091042453358316,2.0794415416798357,1.8609501984792183,1.8609501984792183
62,0.8754687373538999,1.5040773967762742,1.0147130767379506,1.0147130767379506
63,1.0116009116784799,2.0794415416798357,0.9813556283901184,0.9813556283901185
64,2.0794415416798357,2.0794415416798357,1.6033717692937843,1.6033717692937843
65,0.5306282510621704,0.8754687373538999,1.942954004966824,1.942954004966824
66,2.0794415416798357,2.0794415416798357,2.296019543950269,2.296019543950269
